ingredient',pairings'
'mushrooms',"['stew', ' almonds', ' asparagus', ' bacon', ' barley', ' basil', ' bay leaf', ' beans, green', ' beans, lima', ' beef', ' bell peppers', ' bread crumbs', ' butter, unsalted', ' capers', ' carrots', ' cayenne', ' celery', ' cheese, comté', ' cheese, emmental', ' cheese, gruyère', ' cheese, parmesan', ' cheese, swiss', ' chervil', ' chestnuts', ' chicken', ' chile peppers, dried red', ' chile peppers, fresh green', ' chives', ' cilantro', ' cloves', ' cognac', ' coriander', ' crab', ' cream', ' crème fraîche', ' cumin', ' dill', ' eggs', ' fennel', ' fish', ' frisée lettuce', ' game', ' garam masala', ' garlic', ' garlic chives', ' ginger', ' grappa', ' ham', ' herbs', ' juniper berries', ' leeks', ' lemon, juice', ' lemon, zest', ' madeira', ' marjoram', ' meats', ' milk', ' mirepoix', ' mustard, dijon', ' nutmeg', ' oil, canola', ' oil, grapeseed', ' oil, peanut', ' oil, vegetable', ' olive oil', ' onions, green', ' onions, pearl', ' onions, red', ' onions, yellow', ' oregano', ' paprika', ' parmesan cheese', ' parsley, flat-leaf', ' pasta', ' peas', ' pepper, black', ' pepper, white', ' pine nuts', ' pork', ' potatoes', ' poultry', ' prosciutto', ' radicchio', ' rice', ' risotto', ' rosemary', ' sage', ' sake', ' salt, fleur de sel', ' salt, kosher', ' salt, sea', ' scallions', ' seafood', ' sesame oil', ' shallots', ' sherry, dry', ' sour cream', ' soy sauce', ' spinach', ' stocks, chicken', ' stocks, dashi', ' stocks, mushroom', ' stocks, veal', ' sugar', ' tarragon', ' thyme, fresh', ' tomatoes', ' truffle oil', ' veal', ' vinegar', ' walnuts', ' wine, dry red', ' wine, white', ' wine, vermouth', ' yogurt']"
"'mushrooms, chanterelles'","['bay leaf', ' butter, unsalted', ' chard', ' cheese, parmesan', ' chives', ' cream', ' eggs and egg dishes', ' game', ' garlic', ' lentils', ' mussels', ' oil, peanut', ' olive oil', ' onions', ' parsley', ' pasta', ' pepper, black', ' pepper, white', ' poultry', ' radicchio', ' salt, kosher', ' sauces', ' shallots', ' soups', ' stocks, beef', ' stocks, chicken', ' sweet potatoes', ' thyme, fresh', ' vinegar, sherry', ' wine, dry white']"
"'mushrooms, cremini'","['arugula', ' butter', ' cheese, goat', ' cheese, parmesan', ' chives', ' garlic', ' mascarpone', ' olive oil', ' parsley, flat-leaf', ' pepper, white', ' salt', ' shallots', ' stock, chicken', ' thyme', ' truffle oil']"
"'mushrooms, matsutake'","['butter', ' cabbage, savoy', ' chicken', ' cod, black', ' cream', ' custard', ' dashi', ' fish', ' herbs, chervil', ' herbs, chives', ' herbs, flat-leaf parsley', ' herbs, tarragon', ' lemon, juice', ' mirin', ' mushrooms, wild', ' olive oil', ' pepper, black', ' rice', ' sake', ' salt', ' shallots', ' shrimp', ' soup', ' soy sauce', ' stock, chicken', ' tempura', ' tofu', ' vinegar, rice wine']"
"'mushrooms, morels'","['asparagus, green', ' asparagus, white', ' bacon', ' basil', ' bay leaf', ' butter, unsalted', ' caraway seeds', ' cheese, fontina', ' cheese, goat', ' cheese, parmesan', ' chervil', ' chicken mousse', ' chives', ' cream, heavy', ' crème fraîche', ' eggs, yolks', ' faro', ' fava beans', ' fiddlehead ferns', ' garlic, regular', ' garlic, spring', ' ham, virginia', ' ham, serrano', ' herbs', ' lamb', ' leeks', ' lemon', ' madeira', ' marjoram', ' mirepoix', ' oil, peanut', ' olive oil', ' onions', ' pancetta', ' paprika, sweet', ' parsley, flat-leaf', ' pasta', ' peas', ' pepper, black', ' pepper, white', ' pork', ' port', ' potatoes', ' ramps', ' rosemary', ' salt, kosher', ' sauces', ' savory', ' shallots', ' soufflés', ' soy sauce', ' stocks, chicken', ' stocks, mushroom', ' stocks, vegetable', ' sweetbreads', ' tarragon', ' thyme', ' truffles, black', ' vinaigrette', ' vinegar, sherry', ' wine, champagne']"
"'mushrooms, porcini'","['almonds', ' arugula', ' bacon', ' brandy', ' bread crumbs', ' butter, unsalted', ' carrots', ' cheese, fontina', ' cheese, garrotxa', ' cheese, parmesan', ' chervil', ' chicken', ' chives', ' coffee', ' cream / milk', ' crème fraîche', ' eggs', ' fennel', ' fish, grilled', ' fish, white', ' garlic', ' hazelnuts', ' lemon, juice', ' madeira', ' marjoram', ' mascarpone', ' mint', ' mushrooms, button or cremini', ' oil, porcini', ' olive oil', ' onions', ' parsley, flat-leaf', ' pasta', ' pepper, black', ' polenta', ' potatoes', ' prosciutto', ' radicchio', ' rice, arborio', ' sage', ' sake', ' salt, kosher', ' salt, sea', ' shallots', ' spinach', ' steak', ' stocks, chicken', ' stocks, mushroom', ' stocks,', ' vegetable', ' tamari', ' tarragon', ' thyme', ' tomatoes', ' truffles', ' veal', ' vinegar', ' walnuts', ' wine, dry white']"
"'mushrooms, portobello'","['cheese, manchego', ' cheese, parmesan', ' cheese, ricotta', ' crème fraîche', ' garlic', ' lemon', ' mint', ' olive oil', ' pasta', ' polenta', ' spinach', ' thyme', ' tomatoes, sun-dried']"
"'mushrooms, shiitake'","['anchovies', ' asparagus', ' bacon', ' basil', ' bell peppers, roasted', ' brandy', ' butter, clarified', ' butter, unsalted', ' cabbage, savoy', ' celery root', ' chicken', ' chile peppers', ' chives', ' cod', ' coriander', ' cream', ' cream cheese', ' eggplant', ' eggs', ' fish sauce', ' garlic', ' leeks', ' lemon, juice', ' lemongrass', ' lime', ' mushrooms, oyster', ' oil, canola', ' oil, hazelnut', ' oil, vegetable', ' olive oil', ' onions', ' parsley, flat-leaf', ' pepper, black', ' pizza', ' polenta', ' pork', ' potatoes', ' rice, basmati', ' rosemary', ' sage', ' salt, kosher', ' shallots', ' soups', ' sorrel', ' soy sauce', ' spinach', ' stews', ' stock, chicken', ' tarragon', ' thyme', ' vinegar, balsamic', ' walnuts', ' wine, dry white']"
'mussels',"['bacon', ' basil', ' bass', ' bay leaf', ' beans, green', ' beans, navy', ' bell peppers', ' bread crumbs', ' butter, unsalted', ' capers', ' carrots', ' cayenne', ' celery', ' celery seeds', ' chanterelles', ' chervil', ' chile peppers', ' chives', ' cilantro', ' clams and clam juice', ' cod', ' cognac', ' cream', ' curry powder', ' egg yolks', ' fennel', ' fennel seeds', ' garlic', ' ginger', ' ham', ' leeks', ' lemon, juice', ' lemon thyme', ' lovage', ' marjoram', ' mayonnaise, garlic', ' mint', ' monkfish', ' mushrooms', ' mustard, dijon', ' nutmeg', ' olive oil', ' olives, black', ' onions', ' orange, juice', ' orange, zest', ' oregano', ' oysters', ' paella', ' paprika, smoked', ' paprika, sweet', ' parmesan cheese', ' parsley, flat-leaf', ' parsley, curly', ' pasta', ' pepper, black', ' pepper, white', ' pernod', ' pesto', ' pine nuts', ' potatoes', ' radicchio', ' red pepper flakes', ' rice and risotto', ' rosemary', ' saffron', ' salt, kosher', ' salt, sea', ' scallions', ' shallots', ' shrimp', ' snapper', ' sole', ' squid', ' stews', ' stocks, chicken', ' stocks, clam', ' stocks, fish', ' tarragon', ' thyme', ' tomatoes', ' vermouth', ' vinaigrette', ' vinegar, red wine', ' vinegar, sherry', ' watercress', ' wild rice', ' wine, dry white', ' zucchini']"
'mustard',"['apples, fruit', ' apples, juice', ' avocados', ' bay leaf', ' beef', ' beets', ' cabbage', ' capers', ' cheeses', ' cheese, soufflé)', ' chicken', ' chile peppers', ' cold cuts', ' coriander', ' crab', ' cream and sour cream', ' cucumbers', ' cumin', ' cured meats', ' curries', ' curry leaves', ' dill', ' egg dishes', ' fennel', ' fenugreek', ' fish', ' fruits', ' garlic', ' gingerbread', ' green beans', ' ham', ' herbs', ' honey', ' lamb', ' leeks', ' lemon, juice', ' mayonnaise', ' meats, cold or hot', ' mint', ' mostarda (mustard fruits)', ' mussels', ' oil, canola', ' olive oil', ' onions', ' oregano', ' paprika', ' parsley', ' pastrami', ' pepper, black', ' pepper, green', ' pepper, white', ' pork', ' potatoes', ' poultry', ' rabbit', ' salads and salad dressings', ' salmon', ' salt, kosher', ' sauces', ' sauerkraut', ' sausages', ' seafood', ' smoked fish', ' soy sauce', ' steaks', ' sumac', ' tarragon', ' tomatoes', ' turmeric', ' vegetable-based dishes', ' vinaigrettes', ' vinegar, balsamic', ' vinegar, red wine', ' vinegar, white wine', ' walnuts, nuts', ' walnuts, oil']"
'nectarines',"['allspice', ' almonds', ' apricots', ' beverages', ' blackberries', ' blueberries', ' brandy', ' butter, unsalted', ' buttermilk', ' caramel', ' champagne', ' cherries', ' chicken', ' chocolate', ' cinnamon', ' cranberries', ' cream and ice cream', ' custard', ' desserts and dessert sauces', ' figs', ' ginger', ' hazelnuts', ' honey', ' kirsch', ' lemon, juice', ' lemon, zest', ' maple syrup', ' mascarpone', ' milk, sweetened condensed', ' mint', ' nutmeg', ' oatmeal', ' onions', ' orange, juice', ' orange liqueur', ' peaches', ' peach liqueur', ' pecans', ' pepper, black', ' pistachios', ' plums', ' pork', ' raspberries', ' salads, fruit', ' salsas, fruit', ' soups', ' sour cream', ' strawberries', ' sugar, brown', ' sugar, white', ' vanilla', ' vinegar, cider', ' wine, red', ' wine, fruity', ' wine, sweet', ' wine, or white', ' zinfandel', ' yogurt']"
'nutmeg',"['allspice', ' apples', ' baked dishes', ' beef, braised', ' beef, raw', ' berries', ' beverages', ' broccoli', ' butter', ' cabbage', ' cakes', ' cardamom', ' carrots', ' cauliflower', ' cheese', ' chicken', ' chickpeas', ' chocolate', ' chowders', ' cinnamon', ' cloves', ' cookies', ' coriander', ' cream / milk', ' cumin', ' custards', ' desserts', ' eggnog', ' eggs', ' fish', ' fruits, dried', ' fruits, fresh', ' ginger', ' goat', ' green beans', ' hazelnuts', ' honey', ' jerk pastes', ' lamb', ' lemon, juice', ' mace', ' meats', ' milk-based dishes', ' mushrooms', ' nuts', ' onions', ' oranges', ' parsnips', ' pasta and pasta sauces', ' pastries', ' pâtés', ' pears', ' pepper', ' pork', ' potatoes', ' puddings', ' pumpkin', ' quatre épices', ' raisins', ' rice', ' sauces, béchamel', ' sauces, white', ' sausages', ' seafood', ' shellfish, shrimp', ' soufflés', ' soups', ' sour cream', ' spinach', ' squash, winter', ' stuffing', ' succotash', ' sugar', ' sweet potatoes', ' thyme', ' tomatoes and tomato sauces', ' vanilla', ' veal', ' wine', ' yogurt']"
'oatmeal',"['almonds', ' apples', ' apricots', ' bananas', ' blueberries', ' brandy', ' breakfast', ' butter, unsalted', ' buttermilk', ' caramel', ' cherries', ' chocolate', ' cider', ' cinnamon', ' coconut', ' coffee', ' cranberries', ' cream', ' currants', ' dates', ' figs, dried', ' ginger', ' hazelnuts', ' honey', ' lemon', ' maple syrup', ' mascarpone', ' milk', ' nectarines', ' orange', ' peaches', ' peanuts', ' pears', ' pecans', ' persimmons', ' pine nuts', ' plums', ' prunes', ' pumpkin', ' raisins', ' raspberries', ' rhubarb', ' rum, dark', ' salt', ' strawberries', ' sugar, brown', ' sugar, white', ' sweet potatoes', ' vanilla', ' walnuts', ' yogurt']"
'oats',"['almonds', ' apples', ' apricots', ' bananas', ' blueberries', ' brandy', ' breakfast', ' butter, unsalted', ' buttermilk', ' caramel', ' cherries', ' chocolate', ' cider', ' cinnamon', ' coconut', ' coffee', ' cranberries', ' cream', ' currants', ' dates', ' figs, dried', ' ginger', ' hazelnuts', ' honey', ' lemon', ' maple syrup', ' mascarpone', ' milk', ' nectarines', ' orange', ' peaches', ' peanuts', ' pears', ' pecans', ' persimmons', ' pine nuts', ' plums', ' prunes', ' pumpkin', ' raisins', ' raspberries', ' rhubarb', ' rum, dark', ' salt', ' strawberries', ' sugar, brown', ' sugar, white', ' sweet potatoes', ' vanilla', ' walnuts', ' yogurt']"
'octopus',"['chile peppers, jalapeño', ' chives', ' chorizo', ' dashi', ' garlic', ' ginger', ' lemon, juice', ' mint', ' olive oil', ' onions, red', ' orange, juice', ' pepper, black', ' potatoes', ' red pepper flakes', ' sake', ' salt, sea', ' soy sauce', ' tamarind', ' tangerine', ' tomatoes and tomato sauce', ' vinegar, champagne', ' vinegar, red wine', ' wine, red']"
"'oil, almond'","['almonds', ' asparagus', ' baked goods', ' chicken', ' duck', ' fish', ' mustard', ' pasta', ' romaine', ' salads', ' sauces', ' smoked salmon', ' vegetables', ' vinaigrettes', ' vinegar, champagne']"
"'oil, avocado'","['arugula', ' asparagus', ' avocados', ' basil', ' chile peppers', ' corn', ' cucumber', ' emulsions', ' fish', ' garlic', ' grapefruit', ' guinea fowl', ' lemon, juice', ' lime, juice', ' melon', ' orange, juice', ' pasta', ' rabbit', ' salads and salad dressings', ' salmon', ' scallops', ' seafood', ' shrimp', ' squid', ' thyme', ' tomatoes and tomato water', ' tuna', ' vegetables', ' vegetarian dishes', ' vinegar, balsamic', ' vinegar, chardonnay', ' vinegar, white wine', ' zucchini']"
"'oil, canola'",['salads and salad dressings']
"'oil, grapeseed'","['coconut', ' marinades', ' salads and salad dressings', ' sautéed dishes', ' vinegar']"
"'oil, hazelnut'","['apples', ' artichokes', ' broccoli', ' cheese, fresh', ' desserts', ' figs', ' fish', ' greens, bitter', ' hazelnuts', ' lemon, juice', ' pastries', ' pears', ' persimmons', ' salads and salad dressings', ' sauces', ' spinach', ' squab', ' vinaigrettes', ' vinegars', ' wild rice']"
"'oil, macadamia nut'","['fruit salads', ' macadamia nuts', ' rice salads', ' sauces']"
"'oil, peanut'","['cooking', ' fruits and fruit salads', ' garlic', ' ginger', ' lentils', ' meats', ' peanuts', ' salad dressings', ' soy sauce', ' vinegars']"
"'oil, pecan'","['bread', ' fish', ' meat', ' pasta', ' rice', ' salads and salad dressings', ' vegetables']"
"'oil, pistachio'","['asparagus', ' avocado', ' beets', ' bread', ' fish', ' mayonnaise', ' meat', ' pasta', ' salads and salad dressings', ' tuna']"
"'oil, porcini'","['bread', ' cheese', ' mushrooms', ' pasta', ' risotto', ' salads and salad dressings', ' sauces', ' stews']"
"'oil, pumpkin seed'","['beef, rare', ' citrus', ' corn', ' desserts', ' ice cream', ' maple syrup', ' mustard, dijon', ' pastries', ' pumpkin seeds', ' rice', ' soups', ' squash, winter', ' vinegar, balsamic', ' vinegar, cider', ' vinegar, rice wine']"
"'oil, sesame'","['beef', ' cabbage, napa', ' chicken', ' chili powder', ' fish', ' fruit salads', ' garlic', ' ginger', ' greens', ' honey', ' lemon, juice', ' lemongrass', ' lime, juice', ' marinades', ' meats', ' miso soup', ' mustard', ' noodles', ' oil, vegetable', ' orange', ' pepper, black', ' salads and salad dressings', ' salt', ' sauces', ' scallions', ' sesame seeds', ' shallots', ' shiso', ' soy sauce', ' stir-fried dishes', ' tahini', ' tuna', ' vegetables', ' vinegar, cider', ' vinegar, rice wine']"
"'oil, truffle'","['cheese', ' eggs', ' fish', ' mushrooms', ' pasta', ' risotto', ' salads and salad dressings']"
"'oil, walnut'","['apples', ' baked goods', ' beets', ' bread', ' cheese, fresh', ' chicory', ' figs', ' fish', ' frisée', ' greens, bitter', ' meats', ' pasta', ' pears', ' persimmons', ' potatoes', ' salads and salad dressings', ' sauces', ' steaks', ' vinaigrettes', ' vinegar, balsamic', ' vinegar, fruit', ' vinegar, red wine', ' vinegar, sherry', ' vinegar, tarragon', ' walnuts']"
'okra',"['bell peppers', ' butter', ' cayenne', ' chicken', ' chile peppers, fresh green', ' cilantro', ' coriander', ' corn and cornmeal', ' cumin', ' curry powder', ' fennel seeds', ' garlic', ' ginger, fresh', ' gumbo', ' ham', ' lemon, juice', ' lime, juice', ' mustard seeds', ' oil, peanut', ' oil, vegetable', ' onions', ' parsley, flat-leaf', ' peas, black-eyed', ' rice', ' salt, kosher', ' seafood', ' shrimp', ' soups', ' tomatoes', ' turmeric', ' vinegar', ' yogurt']"
'olive oil',"['almonds', ' anchovies', ' beans, white', ' chickpeas', ' fish', ' garlic', ' herbs', ' hummus', ' meats', ' olives', ' parmesan cheese', ' pasta', ' pepper, black', ' salads and salad dressings', ' salt', ' soups', ' thyme', ' vegetables', ' vinegar']"
'olives',"['almonds', ' anchovies', ' basil', ' bass', ' bay leaf', ' bell peppers', ' brandy', ' bread', ' butter', ' capers', ' cayenne', ' cheese, feta', ' cheese, goat's milk', ' chicken', ' cognac', ' cream cheese', ' cumin', ' fish', ' garlic', ' lamb', ' lemon, juice', ' lemon, zest', ' meats', ' olive oil', ' onions', ' orange, juice', ' orange, zest', ' oregano', ' parsley, flat-leaf', ' pasta', ' pepper, black', ' pepper, white', ' peppers, piquillo', ' pernod', ' pine nuts', ' red pepper flakes', ' rosemary', ' sage', ' salads and salad dressings', ' salmon', ' salt, kosher', ' salt, sea', ' sambuca', ' scallions', ' scallops', ' shallots', ' thyme', ' tomatoes, regular', ' tomatoes, sun-dried', ' tuna', ' veal', ' vinegar, red wine', ' vinegar, sherry', ' wine, dry white']"
'onions',"['anchovies', ' apples', ' bacon', ' basil', ' bay leaf', ' beans', ' beef, ground', ' beer', ' beets', ' bell peppers', ' brandy', ' bread, croutons', ' bread, crumbs', ' butter, unsalted', ' caraway seeds', ' cardamom', ' carrots', ' cayenne', ' cheese, cheddar', ' cheese, comté', ' cheese, emmental', ' cheese, fromage blanc', ' cheese, goat', ' cheese, gruyère', ' cheese, parmesan', ' cheese, swiss', ' chile peppers', ' chili', ' cilantro', ' cinnamon', ' cloves', ' coriander', ' cream / milk', ' crème fraîche', ' cucumbers', ' cumin seeds', ' curry', ' dill', ' dips', ' eggs', ' garlic', ' greens, bitter', ' hamburgers', ' honey', ' lemon, juice', ' lime, juice', ' liver', ' mace', ' mangoes', ' marjoram', ' meats', ' milk', ' mint', ' mirepoix', ' mushrooms', ' mustard, dijon', ' nutmeg', ' oil, canola', ' oil, peanut', ' oil, sesame', ' oil, vegetable', ' olive oil', ' olives, black', ' orange, juice', ' oregano', ' paprika', ' parmesan cheese', ' parsley, flat-leaf', ' peas', ' pepper, black', ' pepper, white', ' ponzu sauce', ' pork', ' potatoes', ' poultry', ' raisins', ' rice', ' rosemary', ' saffron', ' sage', ' salads', ' salt, fleur de sel', ' salt, kosher', ' salt, sea', ' sandwiches', ' sauces and gravies', ' savory', ' soups', ' sour cream', ' stews', ' stocks, beef', ' stocks, chicken', ' stocks, veal', ' sugar', ' tabasco sauce', ' thyme, lemon', ' tomatoes', ' vegetables', ' vinegar, balsamic', ' vinegar, champagne', ' vinegar, red wine', ' vinegar, sherry', ' vinegar, white wine', ' wine, dry red', ' wine, white', ' wine, port']"
"'onions, sweet'","['basil', ' cayenne', ' chard', ' cheese, blue', ' chives', ' cilantro', ' ginger, fresh', ' herbs', ' lettuces', ' mint', ' nutmeg', ' olive oil', ' pine nuts', ' salads', ' salt', ' sandwiches', ' tabasco sauce', ' tomatoes', ' vinegar, rice', ' vinegar, sherry', ' yogurt']"
'oranges',"['almonds', ' anise seeds', ' apples', ' apricots', ' armagnac', ' arugula', ' avocados', ' bananas', ' basil', ' beets', ' blackberries', ' blueberries', ' brandy', ' buttermilk', ' caramel', ' cardamom', ' carrots', ' ceviche', ' cheese, goat', ' cheese, ricotta', ' cherries', ' chestnuts', ' chicken', ' chile peppers', ' chives', ' chocolate, dark', ' chocolate, white', ' cilantro', ' cinnamon', ' cloves', ' coconut', ' coffee', ' cognac', ' crabs', ' cranberries', ' cream and ice cream', ' crust, pastry', ' crust, pie', ' cumin', ' custard', ' dates', ' desserts', ' fennel', ' figs, dried', ' figs, fresh', ' fish', ' game', ' garlic', ' ginger', ' grapefruit', ' greens', ' grenadine syrup', ' guava', ' hazelnuts', ' honey', ' ices', ' juniper berries', ' kirsch', ' kumquats', ' lemon, juice', ' lemon, zest', ' lemongrass', ' lettuce, romaine', ' lime', ' lime leaf, kaffir', ' liqueurs, almond', ' macadamia nuts', ' mangoes', ' maple syrup', ' mascarpone', ' meats', ' melon', ' meringue', ' mint', ' nectarines', ' oats', ' olive oil', ' olives, black', ' onions', ' orange, zest', ' orange liqueurs, cointreau', ' orange liqueurs, grand marnier', ' papaya', ' paprika', ' parsley, flat-leaf', ' passion fruit', ' peaches', ' pears', ' pecans', ' pepper, black', ' persimmons', ' pineapple', ' pine nuts', ' pistachios', ' plums', ' pomegranates', ' poppy seeds', ' pork roast', ' port', ' prunes', ' pumpkin', ' quince', ' raisins', ' raspberries', ' rhubarb', ' rice', ' rosemary', ' rum', ' saffron', ' salads, fruit and green', ' salt', ' sauces', ' scallops', ' shrimp', ' squash, winter', ' star anise', ' strawberries', ' sugar, brown', ' sugar, white', ' sweet potatoes', ' tea', ' thyme', ' tomatoes', ' vanilla', ' veal', ' vinegar', ' walnuts', ' watercress', ' wine, red', ' wine, sweet', ' wine, white', ' yogurt']"
